全体通し番号,教科,教科での番号,試験の回数,試験の番号,大項目,中項目,問題,選択肢1,選択肢2,選択肢3,選択肢4,答え,解説
534,臨床医学各論,92,第26回,問題67,4 循環器疾患,F. 虚血性心疾患,狭心症について正しいのはどれか。,1. 異型狭心症は日中に起こりやすい。,2. 狭心痛は大動脈壁の内膜に生じた亀裂に血液が流入することで生じる。,3. 心エコー検査で心臓の動きは正常である。,4. 発作時の治療に抗血小板薬が用いられる。,3,1：異型狭心症は、朝方に起こりやすい。2：狭心痛は、冠動脈の狭窄が生じて心筋の血液供給が不足し、虚血状態に陥ることにより起こる。3：狭心症は、心エコー検査では異常がみられない。4：狭心症の発作時の治療にニトログリセリンが用いられる。
535,臨床医学各論,93,第31回,問題68,4 循環器疾患,F. 虚血性心疾患,労作性狭心症と急性心筋梗塞で、最も違いが明確なのはどれか。,1. 胸痛の持続時間,2. 呼吸困難の程度,3. 放散痛の部位,4. 症状出現の時刻,1,最も違いが明確なのは1：胸痛の持続時間である。労作性狭心症の胸痛持続時間は通常数分程度であり、急性心筋梗塞では30分以上持続する。2：呼吸困難の程度、3：放散痛の部位、4：症状出現の時刻（労作性狭心症8時〜10時、急性心筋梗塞6時〜10時、20時〜22時）については胸痛の持続時間に比べると明確といえる程の違いはみられない。
536,臨床医学各論,94,第32回,問題62,4 循環器疾患,F. 虚血性心疾患,急性心筋梗塞で上昇する血液検査項目として最も適切なのはどれか。,1. γ-GTP,2. ALP,3. ALT,4. AST,4,1：γ-GTPは肝疾患や胆道系疾患で上昇する項目である。2：ALPは肝胆道系疾患、骨代謝性疾患で上昇する項目である。3：ALTは肝胆道疾患、特に肝疾患で上昇する項目である。4：ASTは心疾患、肝疾患、骨格筋疾患で上昇する項目である。
537,臨床医学各論,95,第34回,問題57,4 循環器疾患,F. 虚血性心疾患,冠攣縮性狭心症について正しいのはどれか。,1. 夜間から早朝にかけての発症が多い。,2. 血栓により冠動脈が狭窄して起こる。,3. 運動負荷心電図でST低下がみられる。,4. ニトログリセリンの効果が乏しい。,1,1：冠攣縮により夜間から早朝の安静時に好発する。2：血栓ではなく一過性の血管攣縮によって狭窄が起こる。3：発作時にはST上昇がみられる。4：ニトログリセリンが有効である。
538,臨床医学各論,96,第34回,問題59,4 循環器疾患,H. 血圧異常,高血圧症について最も適切なのはどれか。,1. 常習的飲酒は血圧低下を生じる。,2. 運動は危険因子である。,3. 収縮期血圧の治療目標は140mmHg以下である。,4. 安静時血圧に基づいて薬物治療を行う。,4,1：過度の飲酒は血圧上昇を招く。2：適度な運動は血圧低下に有効である。3：一般に収縮期血圧140mmHg未満が目標となる。4：診断や治療は安静時血圧に基づいて行う。
539,臨床医学各論,97,第25回,問題62,5 消化器疾患,A. 口腔疾患,歯周病の増悪因子でないのはどれか。,1. 喫煙,2. 舌炎,3. 妊娠,4. 糖尿病,2,歯周病の要因には口腔内環境のほか、全身性因子として1：喫煙、ホルモンバランスの変化（3：妊娠、閉経など）、4：糖尿病、免疫異常、ストレス、加齢などが挙げられる。2：舌炎は、物理刺激を原因とするものと細菌やウイルス感染によるものがある。
540,臨床医学各論,98,第26回,問題69,5 消化器疾患,B. 食道疾患,ホルネル症候群がみられやすいのはどれか。,1. 食道癌,2. 胃癌,3. 大腸癌,4. 肝臓癌,1,ホルネル症候群とは、交感神経遠心路の障害によって生じる縮瞳、眼瞼下垂、眼球陥凹を三大徴候とする症候群である。脳腫瘍や脊髄空洞症のほか、1：食道癌やパンコースト腫瘍などで頸部交感神経が圧迫されることにより起こる。
541,臨床医学各論,99,第28回,問題72,5 消化器疾患,B. 食道疾患,食道癌について正しいのはどれか。,1. 腺癌が多い。,2. 若年者に多い。,3. 女性に多い。,4. アルコールは危険因子である。,4,食道癌は1：扁平上皮癌が90％以上を占め、腺癌は5％以下である。2：50歳代から増加傾向にあり、3：男性に多い。重複癌の割合が約20％であり、発生要因として、喫煙、4：飲酒（アルコール）が挙げられ、特に扁平上皮癌は強い関連性があると考えられている。
542,臨床医学各論,100,第32回,問題65,5 消化器疾患,B. 食道疾患,胃食道逆流症について正しいのはどれか。,1. るいそう患者に好発する。,2. 近年減少傾向である。,3. 一過性下部食道括約筋弛緩が関与する。,4. 生命予後は不良である。,3,胃食道逆流症の原因として1：肥満、喫煙、飲酒、高齢、脂質の過剰摂取、食道裂孔ヘルニアなどが挙げられ、2：近年増加傾向にある。3：逆流の多くは一過性下部食道括約筋弛緩によるものと考えられている。4：生命予後は良好であるが、長期罹患ではバレット食道となり、腺癌発生のリスクが高くなる。
543,臨床医学各論,101,第33回,問題57,5 消化器疾患,B. 食道疾患,胃食道逆流症について正しいのはどれか。,1. 食道下部輪走筋は緊張する。,2. 食道内圧は上昇する。,3. 食道下部扁平上皮は円柱上皮化する。,4. 体重増加によって症状は改善する。,3,1：食道下部輪走筋（下部食道括約筋）が弛緩することで胃の内容物が逆流する。2：食道下部輪走筋（下部食道括約筋）が弛緩するため、食道内圧は低下する。3：胃の内容物が逆流して食道下部粘膜が傷害され、その再生過程で円柱上皮化がみられる（バレット食道）。4：治療における生活指導の一つとして減量が重要である。
544,臨床医学各論,102,第25回,問題79,5 消化器疾患,C. 胃疾患,「45歳の男性。最近、心窩部から背中の皮膚にかけて痛みが起きる。胸やけ、食欲不振もある。上部消化管内視鏡検査では、胃角部に潰瘍を認め、ヘリコバクター・ピロリの感染を疑った。」本症例の背中の皮膚の痛みで最も適切なのはどれか。,1. 空腹時に起こる。,2. 関連痛である。,3. 体性痛である。,4. 内臓痛である。,2,胃潰瘍は小窮部に好発し、特に胃角部に発生することが多い。心窩部から背部にかけて2：関連痛がある。胃潰瘍では食後に痛みが出現することが多く、十二指腸潰瘍では1：空腹時に激しい痛みが起こるのが特徴である。3：体性痛は皮膚や骨、筋などの体性組織への機械的刺激によるもので、4：内臓痛は胸腹部内臓器への圧迫や伸展などが原因で発生する。
545,臨床医学各論,103,第25回,問題80,5 消化器疾患,C. 胃疾患,ヘリコバクター・ピロリの検査はどれか。,1. 尿素呼気試験,2. 胃液測定,3. 尿沈渣検査,4. 血清ペプシノーゲン測定,1,1：尿素呼気試験は、非侵襲的にヘリコバクター・ピロリ菌感染の有無を確認できる検査法である。2：胃液測定は胃疾患（潰瘍、癌）、3：尿沈渣検査は腎、尿路疾患の診断に用いられる。4：血清ペプシノーゲン測定は胃疾患のスクリーニングとして有用であり、ヘリコバクター・ピロリ感染時には高値を示す。
546,臨床医学各論,104,第33回,問題89,5 消化器疾患,C. 胃疾患,「55歳の男性。夕食にしめさばを食べ就寝したところ1時間半後に強い心窩部痛で覚醒、救急搬送された。下痢は認めなかった。」本疾患の発症について正しいのはどれか。,1. イカの生食では発症しない。,2. 一度発症したら二度と罹患しない。,3. 食材の-20℃、48時間冷凍で予防できる。,4. 細菌感染症である。,3,しめさばを食べた後の強い心窩部痛より、アニサキス症を疑う。1：多くの魚介類（サバ、イカ、アジ、イワシ、サンマなど）の生食で生じる。2：経口摂取すれば何度でも罹患する。3：熱処理（60℃、1分以上）もしくは-20℃、24時間以上の冷凍で予防が可能である。4：線虫である。
547,臨床医学各論,105,第33回,問題90,5 消化器疾患,C. 胃疾患,本疾患について正しいのはどれか。,1. 胃内視鏡治療を行う。,2. アナフィラキシーは発症しない。,3. 胃潰瘍を認める。,4. 抗菌薬投与が有効である。,1,1：胃内視鏡で摘出を行う。2：アニサキス症の発症には、虫体の消化管粘膜穿入に伴うⅠ型アレルギー反応が関与していると考えられているため、蕁麻疹や掻痒などのアナフィラキシーを発症可能性がある。3：発赤、浮腫、出血斑を認めるが、潰瘍は認めない。4：内服薬による保存的治療の効果は評価されていない。
548,臨床医学各論,106,第28回,問題70,5 消化器疾患,D. 腸疾患,潰瘍性大腸炎の特徴で正しいのはどれか。,1. 大腸壁の全層に炎症を起こす。,2. 痔瘻合併の頻度が高い。,3. 直腸から口側へと病変が連続する。,4. 回盲部に好発する。,3,潰瘍性大腸炎は1：大腸の粘膜層（最内層）に炎症を起こし、下痢や血便、腹痛、発熱、貧血などを呈する。3：病変は直腸から口側に広がる性質があり、大量出血、狭窄、穿孔などの腸管合併症の他、アフタ性口腔炎、肝胆道系障害、結節性紅斑などの腸管外合併症も見られる。
549,臨床医学各論,107,第30回,問題69,5 消化器疾患,D. 腸疾患,大腸癌について正しいのはどれか。,1. 近年減少傾向である。,2. 便潜血検査は死亡率減少に寄与する。,3. 大部分が扁平上皮癌である。,4. 血清CEAが早期診断に役立つ。,2,大腸癌は、1：食生活の欧米化（高脂肪、高蛋白、低繊維食）により増加傾向にある。2：早期発見のスクリーニングとして便潜血検査を行う。早期発見、早期治療で死亡率減少に寄与する。3：大部分は腺癌である。4：血清CEAの早期癌での陽性率は低く、進行するにつれて高くなるため、早期診断に役立つとは言えない。
